filename,region_shape_attributes,region_attributes
Plate 885.jpg,"{""name"":""rect"",""x"":24,""y"":273,""width"":725,""height"":564}","{""name"":""Sandwich""}"
Plate 886.jpg,"{""name"":""rect"",""x"":23,""y"":421,""width"":727,""height"":599}","{""name"":""Biryani""}"
Plate 888.jpg,"{""name"":""rect"",""x"":1,""y"":575,""width"":118,""height"":290}","{""name"":""Chutney""}"
Plate 889.jpg,"{""name"":""rect"",""x"":5,""y"":10,""width"":432,""height"":224}","{""name"":""Salad""}"
Plate 891.jpg,"{""name"":""rect"",""x"":174,""y"":348,""width"":576,""height"":620}","{""name"":""Paratha""}"
Plate 892.jpg,"{""name"":""rect"",""x"":64,""y"":313,""width"":647,""height"":466}","{""name"":""Pulao""}"
Plate 894.jpg,"{""name"":""rect"",""x"":50,""y"":315,""width"":152,""height"":131}","{""name"":""Chutney""}"
Plate 894.jpg,"{""name"":""rect"",""x"":486,""y"":33,""width"":147,""height"":132}","{""name"":""Chutney""}"
Plate 894.jpg,"{""name"":""rect"",""x"":204,""y"":155,""width"":153,""height"":113}","{""name"":""Tea""}"
Plate 895.jpg,"{""name"":""rect"",""x"":141,""y"":321,""width"":428,""height"":357}","{""name"":""Khichdi""}"
Plate 896.jpg,"{""name"":""rect"",""x"":179,""y"":394,""width"":469,""height"":466}","{""name"":""Raita""}"
Plate 896.jpg,"{""name"":""rect"",""x"":7,""y"":179,""width"":139,""height"":858}","{""name"":""Pulao""}"
Plate 898.jpg,"{""name"":""rect"",""x"":55,""y"":287,""width"":531,""height"":426}","{""name"":""Paratha""}"
Plate 900.jpg,"{""name"":""rect"",""x"":15,""y"":8,""width"":295,""height"":137}","{""name"":""Chutney""}"
Plate 901.jpg,"{""name"":""rect"",""x"":12,""y"":328,""width"":220,""height"":307}","{""name"":""Chutney""}"
Plate 904.jpg,"{""name"":""rect"",""x"":16,""y"":241,""width"":731,""height"":699}","{""name"":""Pakora""}"
Plate 905.jpg,"{""name"":""rect"",""x"":77,""y"":394,""width"":639,""height"":450}","{""name"":""Dal""}"
Plate 906.jpg,"{""name"":""rect"",""x"":75,""y"":443,""width"":658,""height"":493}","{""name"":""Dal""}"
Plate 910.jpg,"{""name"":""rect"",""x"":58,""y"":343,""width"":674,""height"":590}","{""name"":""Biryani""}"
Plate 910.jpg,"{""name"":""rect"",""x"":136,""y"":19,""width"":177,""height"":152}","{""name"":""Raita""}"
Plate 911.jpg,"{""name"":""rect"",""x"":110,""y"":288,""width"":580,""height"":343}","{""name"":""Fried Rice""}"
Plate 914.jpg,"{""name"":""rect"",""x"":98,""y"":15,""width"":374,""height"":230}","{""name"":""Tea""}"
Plate 914.jpg,"{""name"":""rect"",""x"":80,""y"":367,""width"":688,""height"":605}","{""name"":""Omelette""}"
Plate 916.jpg,"{""name"":""rect"",""x"":8,""y"":322,""width"":750,""height"":424}","{""name"":""Sandwich""}"
Plate 917.jpg,"{""name"":""rect"",""x"":33,""y"":469,""width"":723,""height"":484}","{""name"":""Noodles""}"
Plate 918.jpg,"{""name"":""rect"",""x"":267,""y"":106,""width"":405,""height"":714}","{""name"":""Vada""}"
Plate 918.jpg,"{""name"":""rect"",""x"":21,""y"":280,""width"":224,""height"":264}","{""name"":""Raita""}"
Plate 919.jpg,"{""name"":""rect"",""x"":4,""y"":237,""width"":122,""height"":355}","{""name"":""Salad""}"
Plate 920.jpg,"{""name"":""rect"",""x"":19,""y"":8,""width"":442,""height"":311}","{""name"":""Salad""}"
Plate 922.jpg,"{""name"":""rect"",""x"":7,""y"":30,""width"":313,""height"":261}","{""name"":""Chutney""}"
Plate 922.jpg,"{""name"":""rect"",""x"":16,""y"":329,""width"":746,""height"":617}","{""name"":""Mysore Bonda""}"
Plate 926.jpg,"{""name"":""rect"",""x"":432,""y"":150,""width"":329,""height"":357}","{""name"":""Chutney""}"
Plate 927.jpg,"{""name"":""rect"",""x"":97,""y"":268,""width"":655,""height"":685}","{""name"":""Pulao""}"
Plate 928.jpg,"{""name"":""rect"",""x"":39,""y"":328,""width"":553,""height"":346}","{""name"":""Cake""}"
Plate 929.jpg,"{""name"":""rect"",""x"":87,""y"":303,""width"":556,""height"":531}","{""name"":""Soup""}"
Plate 930.jpg,"{""name"":""rect"",""x"":86,""y"":325,""width"":648,""height"":440}","{""name"":""Soup""}"
Plate 932.jpg,"{""name"":""rect"",""x"":487,""y"":181,""width"":162,""height"":106}","{""name"":""Raita""}"
Plate 934.jpg,"{""name"":""rect"",""x"":1,""y"":363,""width"":211,""height"":242}","{""name"":""Chutney""}"
Plate 935.jpg,"{""name"":""rect"",""x"":15,""y"":340,""width"":734,""height"":565}","{""name"":""Omelette""}"
Plate 936.jpg,"{""name"":""rect"",""x"":78,""y"":415,""width"":584,""height"":364}","{""name"":""Idli""}"
Plate 937.jpg,"{""name"":""rect"",""x"":101,""y"":377,""width"":583,""height"":564}","{""name"":""Khichdi""}"
Plate 937.jpg,"{""name"":""rect"",""x"":35,""y"":5,""width"":296,""height"":111}","{""name"":""Achar""}"
Plate 938.jpg,"{""name"":""rect"",""x"":86,""y"":290,""width"":618,""height"":580}","{""name"":""Laddu""}"
Plate 940.jpg,"{""name"":""rect"",""x"":104,""y"":367,""width"":526,""height"":415}","{""name"":""Upma""}"
Plate 941.jpg,"{""name"":""rect"",""x"":4,""y"":4,""width"":402,""height"":264}","{""name"":""Soup""}"
Plate 942.jpg,"{""name"":""rect"",""x"":79,""y"":434,""width"":590,""height"":531}","{""name"":""Chutney""}"
Plate 943.jpg,"{""name"":""rect"",""x"":39,""y"":404,""width"":646,""height"":575}","{""name"":""Pakora""}"
Plate 943.jpg,"{""name"":""rect"",""x"":561,""y"":224,""width"":154,""height"":110}","{""name"":""Tea""}"
Plate 943.jpg,"{""name"":""rect"",""x"":716,""y"":432,""width"":46,""height"":103}","{""name"":""Tea""}"
Plate 944.jpg,"{""name"":""rect"",""x"":20,""y"":366,""width"":676,""height"":442}","{""name"":""Raita""}"
Plate 945.jpg,"{""name"":""rect"",""x"":16,""y"":287,""width"":746,""height"":689}","{""name"":""Salad""}"
Plate 946.jpg,"{""name"":""rect"",""x"":10,""y"":279,""width"":753,""height"":640}","{""name"":""Pakora""}"
Plate 948.jpg,"{""name"":""rect"",""x"":3,""y"":277,""width"":590,""height"":380}","{""name"":""Pakora""}"
Plate 949.jpg,"{""name"":""rect"",""x"":117,""y"":101,""width"":398,""height"":235}","{""name"":""Salad""}"
Plate 949.jpg,"{""name"":""rect"",""x"":54,""y"":470,""width"":666,""height"":498}","{""name"":""Palak Paneer""}"
Plate 950.jpg,"{""name"":""rect"",""x"":95,""y"":402,""width"":574,""height"":565}","{""name"":""Paratha""}"
Plate 951.jpg,"{""name"":""rect"",""x"":139,""y"":444,""width"":598,""height"":449}","{""name"":""Pulao""}"
Plate 951.jpg,"{""name"":""rect"",""x"":24,""y"":571,""width"":143,""height"":197}","{""name"":""Salad""}"
Plate 951.jpg,"{""name"":""rect"",""x"":455,""y"":33,""width"":238,""height"":121}","{""name"":""Salad""}"
Plate 952.jpg,"{""name"":""rect"",""x"":94,""y"":333,""width"":570,""height"":534}","{""name"":""Dal""}"
Plate 954.jpg,"{""name"":""rect"",""x"":296,""y"":245,""width"":416,""height"":251}","{""name"":""Salad""}"
Plate 956.jpg,"{""name"":""rect"",""x"":19,""y"":317,""width"":739,""height"":517}","{""name"":""Sandwich""}"
Plate 957.jpg,"{""name"":""rect"",""x"":35,""y"":313,""width"":678,""height"":669}","{""name"":""Biryani""}"
Plate 957.jpg,"{""name"":""rect"",""x"":58,""y"":8,""width"":317,""height"":212}","{""name"":""Raita""}"
Plate 958.jpg,"{""name"":""rect"",""x"":507,""y"":18,""width"":249,""height"":296}","{""name"":""Salad""}"
Plate 959.jpg,"{""name"":""rect"",""x"":196,""y"":117,""width"":462,""height"":630}","{""name"":""Sandwich""}"
Plate 959.jpg,"{""name"":""rect"",""x"":73,""y"":18,""width"":202,""height"":137}","{""name"":""Tea""}"
Plate 962.jpg,"{""name"":""rect"",""x"":7,""y"":386,""width"":752,""height"":589}","{""name"":""Fried Rice""}"
Plate 965.jpg,"{""name"":""rect"",""x"":409,""y"":11,""width"":348,""height"":300}","{""name"":""Salad""}"
Plate 967.jpg,"{""name"":""rect"",""x"":8,""y"":145,""width"":333,""height"":744}","{""name"":""Pakora""}"
Plate 967.jpg,"{""name"":""rect"",""x"":348,""y"":409,""width"":292,""height"":396}","{""name"":""Pakora""}"
Plate 967.jpg,"{""name"":""rect"",""x"":293,""y"":200,""width"":341,""height"":219}","{""name"":""Sauce""}"
Plate 968.jpg,"{""name"":""rect"",""x"":397,""y"":431,""width"":232,""height"":134}","{""name"":""Sauce""}"
Plate 969.jpg,"{""name"":""rect"",""x"":16,""y"":302,""width"":741,""height"":590}","{""name"":""Pulao""}"
Plate 970.jpg,"{""name"":""rect"",""x"":269,""y"":11,""width"":491,""height"":239}","{""name"":""Salad""}"
Plate 971.jpg,"{""name"":""rect"",""x"":54,""y"":340,""width"":701,""height"":565}","{""name"":""Sandwich""}"
Plate 973.jpg,"{""name"":""rect"",""x"":7,""y"":179,""width"":283,""height"":435}","{""name"":""Salad""}"
Plate 975.jpg,"{""name"":""rect"",""x"":18,""y"":238,""width"":739,""height"":696}","{""name"":""Chaat""}"
Plate 976.jpg,"{""name"":""rect"",""x"":52,""y"":352,""width"":707,""height"":546}","{""name"":""Paratha""}"
Plate 976.jpg,"{""name"":""rect"",""x"":458,""y"":11,""width"":307,""height"":201}","{""name"":""Salad""}"
Plate 976.jpg,"{""name"":""rect"",""x"":160,""y"":18,""width"":175,""height"":133}","{""name"":""Chutney""}"
Plate 979.jpg,"{""name"":""rect"",""x"":116,""y"":385,""width"":538,""height"":434}","{""name"":""Chutney""}"
Plate 980.jpg,"{""name"":""rect"",""x"":6,""y"":255,""width"":656,""height"":559}","{""name"":""Fried Rice""}"
Plate 981.jpg,"{""name"":""rect"",""x"":182,""y"":427,""width"":400,""height"":440}","{""name"":""Juice""}"
Plate 981.jpg,"{""name"":""rect"",""x"":512,""y"":231,""width"":249,""height"":368}","{""name"":""Juice""}"
Plate 982.jpg,"{""name"":""rect"",""x"":18,""y"":321,""width"":700,""height"":628}","{""name"":""Pulao""}"
Plate 982.jpg,"{""name"":""rect"",""x"":529,""y"":5,""width"":231,""height"":136}","{""name"":""Raita""}"
Plate 986.jpg,"{""name"":""rect"",""x"":11,""y"":286,""width"":191,""height"":218}","{""name"":""Chutney""}"
Plate 987.jpg,"{""name"":""rect"",""x"":160,""y"":435,""width"":446,""height"":432}","{""name"":""Phirni""}"
Plate 988.jpg,"{""name"":""rect"",""x"":175,""y"":473,""width"":389,""height"":570}","{""name"":""Juice""}"
Plate 988.jpg,"{""name"":""rect"",""x"":8,""y"":107,""width"":232,""height"":568}","{""name"":""Juice""}"
Plate 988.jpg,"{""name"":""rect"",""x"":430,""y"":251,""width"":330,""height"":379}","{""name"":""Juice""}"
Plate 991.jpg,"{""name"":""rect"",""x"":50,""y"":391,""width"":688,""height"":500}","{""name"":""Pulao""}"
Plate 993.jpg,"{""name"":""rect"",""x"":92,""y"":430,""width"":584,""height"":533}","{""name"":""Sauce""}"
Plate 995.jpg,"{""name"":""rect"",""x"":58,""y"":457,""width"":624,""height"":529}","{""name"":""Poha""}"
Plate 996.jpg,"{""name"":""rect"",""x"":150,""y"":508,""width"":360,""height"":465}","{""name"":""Juice""}"
Plate 996.jpg,"{""name"":""rect"",""x"":510,""y"":310,""width"":245,""height"":454}","{""name"":""Juice""}"
Plate 998.jpg,"{""name"":""rect"",""x"":126,""y"":385,""width"":563,""height"":455}","{""name"":""Aloo Sabji""}"
Plate 998.jpg,"{""name"":""rect"",""x"":8,""y"":7,""width"":725,""height"":366}","{""name"":""Poori""}"
Plate 999.jpg,"{""name"":""rect"",""x"":5,""y"":230,""width"":478,""height"":727}","{""name"":""Poori""}"
Plate 999.jpg,"{""name"":""rect"",""x"":527,""y"":542,""width"":232,""height"":226}","{""name"":""Aloo Sabji""}"
Plate 1003.jpg,"{""name"":""rect"",""x"":4,""y"":351,""width"":761,""height"":485}","{""name"":""Aloo Sabji""}"
Plate 1008.jpg,"{""name"":""rect"",""x"":87,""y"":363,""width"":576,""height"":548}","{""name"":""Fried Rice""}"
Plate 1009.jpg,"{""name"":""rect"",""x"":49,""y"":476,""width"":704,""height"":483}","{""name"":""Sandwich""}"
Plate 1009.jpg,"{""name"":""rect"",""x"":466,""y"":290,""width"":238,""height"":204}","{""name"":""Sauce""}"
Plate 1012.jpg,"{""name"":""rect"",""x"":67,""y"":5,""width"":502,""height"":269}","{""name"":""Raita""}"
Plate 1013.jpg,"{""name"":""rect"",""x"":12,""y"":14,""width"":546,""height"":318}","{""name"":""Biryani""}"
Plate 1013.jpg,"{""name"":""rect"",""x"":61,""y"":515,""width"":530,""height"":359}","{""name"":""Biryani""}"
Plate 1015.jpg,"{""name"":""rect"",""x"":73,""y"":359,""width"":659,""height"":519}","{""name"":""Chutney""}"
Plate 1016.jpg,"{""name"":""rect"",""x"":26,""y"":423,""width"":733,""height"":544}","{""name"":""Pulao""}"
Plate 1017.jpg,"{""name"":""rect"",""x"":95,""y"":298,""width"":451,""height"":379}","{""name"":""Upma""}"
Plate 1021.jpg,"{""name"":""rect"",""x"":126,""y"":355,""width"":530,""height"":502}","{""name"":""Dal""}"
Plate 1022.jpg,"{""name"":""rect"",""x"":10,""y"":409,""width"":198,""height"":254}","{""name"":""Chutney""}"
Plate 1023.jpg,"{""name"":""rect"",""x"":461,""y"":4,""width"":296,""height"":277}","{""name"":""Raita""}"
Plate 1023.jpg,"{""name"":""rect"",""x"":50,""y"":303,""width"":696,""height"":608}","{""name"":""Upma""}"
Plate 1024.jpg,"{""name"":""rect"",""x"":29,""y"":405,""width"":729,""height"":623}","{""name"":""Upma""}"
Plate 1028.jpg,"{""name"":""rect"",""x"":11,""y"":311,""width"":277,""height"":264}","{""name"":""Sauce""}"
Plate 1029.jpg,"{""name"":""rect"",""x"":301,""y"":304,""width"":296,""height"":107}","{""name"":""Chutney""}"
Plate 1029.jpg,"{""name"":""rect"",""x"":75,""y"":438,""width"":520,""height"":356}","{""name"":""Idli""}"
Plate 1031.jpg,"{""name"":""rect"",""x"":385,""y"":249,""width"":372,""height"":222}","{""name"":""Dal""}"
Plate 1032.jpg,"{""name"":""rect"",""x"":8,""y"":232,""width"":242,""height"":387}","{""name"":""Papad""}"
Plate 1033.jpg,"{""name"":""rect"",""x"":39,""y"":189,""width"":718,""height"":583}","{""name"":""Cake""}"
Plate 1034.jpg,"{""name"":""rect"",""x"":31,""y"":295,""width"":680,""height"":673}","{""name"":""Paratha""}"
Plate 1034.jpg,"{""name"":""rect"",""x"":106,""y"":67,""width"":647,""height"":246}","{""name"":""Salad""}"
Plate 1034.jpg,"{""name"":""rect"",""x"":3,""y"":4,""width"":111,""height"":197}","{""name"":""Chutney""}"
Plate 1035.jpg,"{""name"":""rect"",""x"":45,""y"":391,""width"":711,""height"":654}","{""name"":""Raita""}"
Plate 1039.jpg,"{""name"":""rect"",""x"":542,""y"":487,""width"":222,""height"":241}","{""name"":""Chutney""}"
Plate 1039.jpg,"{""name"":""rect"",""x"":33,""y"":5,""width"":307,""height"":125}","{""name"":""Chutney""}"
Plate 1039.jpg,"{""name"":""rect"",""x"":11,""y"":239,""width"":518,""height"":595}","{""name"":""Idli""}"
Plate 1041.jpg,"{""name"":""rect"",""x"":90,""y"":352,""width"":670,""height"":572}","{""name"":""Laddu""}"
Plate 1042.jpg,"{""name"":""rect"",""x"":12,""y"":201,""width"":748,""height"":831}","{""name"":""Uttapam""}"
Plate 1043.jpg,"{""name"":""rect"",""x"":98,""y"":261,""width"":655,""height"":631}","{""name"":""Vada""}"
Plate 1045.jpg,"{""name"":""rect"",""x"":111,""y"":427,""width"":522,""height"":294}","{""name"":""Chutney""}"
Plate 1048.jpg,"{""name"":""rect"",""x"":49,""y"":450,""width"":651,""height"":576}","{""name"":""Dal""}"
Plate 1051.jpg,"{""name"":""rect"",""x"":11,""y"":20,""width"":383,""height"":356}","{""name"":""Salad""}"
Plate 1054.jpg,"{""name"":""rect"",""x"":29,""y"":357,""width"":712,""height"":567}","{""name"":""Kheer""}"
Plate 1055.jpg,"{""name"":""rect"",""x"":455,""y"":52,""width"":306,""height"":237}","{""name"":""Halwa""}"
Plate 1056.jpg,"{""name"":""rect"",""x"":84,""y"":510,""width"":590,""height"":391}","{""name"":""Vada""}"
Plate 1056.jpg,"{""name"":""rect"",""x"":19,""y"":241,""width"":270,""height"":125}","{""name"":""Chutney""}"
Plate 1058.jpg,"{""name"":""rect"",""x"":68,""y"":935,""width"":303,""height"":208}","{""name"":""Salad""}"
Plate 1058.jpg,"{""name"":""rect"",""x"":143,""y"":387,""width"":502,""height"":493}","{""name"":""Aloo Matar""}"
Plate 1063.jpg,"{""name"":""rect"",""x"":185,""y"":602,""width"":222,""height"":99}","{""name"":""Chutney""}"
Plate 1067.jpg,"{""name"":""rect"",""x"":139,""y"":349,""width"":578,""height"":502}","{""name"":""Fried Rice""}"
Plate 1068.jpg,"{""name"":""rect"",""x"":18,""y"":288,""width"":744,""height"":609}","{""name"":""Noodles""}"
Plate 1070.jpg,"{""name"":""rect"",""x"":53,""y"":343,""width"":661,""height"":404}","{""name"":""Sauce""}"
Plate 1075.jpg,"{""name"":""rect"",""x"":60,""y"":11,""width"":357,""height"":207}","{""name"":""Chutney""}"
Plate 1075.jpg,"{""name"":""rect"",""x"":23,""y"":363,""width"":692,""height"":549}","{""name"":""Chaat""}"
Plate 1082.jpg,"{""name"":""rect"",""x"":10,""y"":245,""width"":371,""height"":460}","{""name"":""Biryani""}"
Plate 1082.jpg,"{""name"":""rect"",""x"":389,""y"":330,""width"":187,""height"":326}","{""name"":""Salad""}"
Plate 1083.jpg,"{""name"":""rect"",""x"":294,""y"":177,""width"":449,""height"":764}","{""name"":""Pakora""}"
Plate 1083.jpg,"{""name"":""rect"",""x"":12,""y"":616,""width"":276,""height"":272}","{""name"":""Pakora""}"
Plate 1083.jpg,"{""name"":""rect"",""x"":5,""y"":135,""width"":352,""height"":355}","{""name"":""Salad""}"
Plate 1084.jpg,"{""name"":""rect"",""x"":48,""y"":344,""width"":678,""height"":544}","{""name"":""Sandwich""}"
Plate 1085.jpg,"{""name"":""rect"",""x"":71,""y"":318,""width"":655,""height"":508}","{""name"":""Fried Rice""}"
Plate 1087.jpg,"{""name"":""rect"",""x"":8,""y"":352,""width"":749,""height"":612}","{""name"":""Mysore Pak""}"
Plate 1090.jpg,"{""name"":""rect"",""x"":56,""y"":257,""width"":537,""height"":323}","{""name"":""Soup""}"
Plate 1091.jpg,"{""name"":""rect"",""x"":5,""y"":1,""width"":385,""height"":245}","{""name"":""Salad""}"
Plate 1092.jpg,"{""name"":""rect"",""x"":52,""y"":219,""width"":352,""height"":291}","{""name"":""Chutney""}"
Plate 1097.jpg,"{""name"":""rect"",""x"":50,""y"":287,""width"":707,""height"":515}","{""name"":""Noodles""}"
Plate 1099.jpg,"{""name"":""rect"",""x"":158,""y"":250,""width"":602,""height"":322}","{""name"":""Salad""}"
Plate 1101.jpg,"{""name"":""rect"",""x"":473,""y"":314,""width"":291,""height"":394}","{""name"":""Salad""}"
Plate 1101.jpg,"{""name"":""rect"",""x"":73,""y"":398,""width"":443,""height"":564}","{""name"":""Omelette""}"
Plate 1102.jpg,"{""name"":""rect"",""x"":24,""y"":122,""width"":348,""height"":212}","{""name"":""Dal""}"
Plate 1102.jpg,"{""name"":""rect"",""x"":442,""y"":466,""width"":270,""height"":245}","{""name"":""Palak Paneer""}"
Plate 1102.jpg,"{""name"":""rect"",""x"":397,""y"":783,""width"":359,""height"":290}","{""name"":""Chapati""}"
Plate 1105.jpg,"{""name"":""rect"",""x"":337,""y"":334,""width"":277,""height"":184}","{""name"":""Sauce""}"
Plate 1110.jpg,"{""name"":""rect"",""x"":79,""y"":446,""width"":599,""height"":405}","{""name"":""Baigan Sabji""}"
Plate 1114.jpg,"{""name"":""rect"",""x"":19,""y"":234,""width"":720,""height"":722}","{""name"":""Laddu""}"
Plate 1116.jpg,"{""name"":""rect"",""x"":30,""y"":356,""width"":684,""height"":602}","{""name"":""Soup""}"
Plate 1119.jpg,"{""name"":""rect"",""x"":57,""y"":408,""width"":652,""height"":394}","{""name"":""Aloo Sabji""}"
Plate 1120.jpg,"{""name"":""rect"",""x"":5,""y"":209,""width"":639,""height"":718}","{""name"":""Aloo Sabji""}"
Plate 1121.jpg,"{""name"":""rect"",""x"":107,""y"":435,""width"":575,""height"":317}","{""name"":""Chutney""}"
Plate 1123.jpg,"{""name"":""rect"",""x"":61,""y"":374,""width"":651,""height"":470}","{""name"":""Soup""}"
Plate 1124.jpg,"{""name"":""rect"",""x"":22,""y"":780,""width"":186,""height"":169}","{""name"":""Chutney""}"
Plate 1124.jpg,"{""name"":""rect"",""x"":8,""y"":484,""width"":234,""height"":294}","{""name"":""Salad""}"
Plate 1125.jpg,"{""name"":""rect"",""x"":5,""y"":276,""width"":375,""height"":318}","{""name"":""Salad""}"
Plate 1126.jpg,"{""name"":""rect"",""x"":479,""y"":636,""width"":288,""height"":340}","{""name"":""Salad""}"
Plate 1128.jpg,"{""name"":""rect"",""x"":87,""y"":918,""width"":540,""height"":226}","{""name"":""Salad""}"
Plate 1129.jpg,"{""name"":""rect"",""x"":15,""y"":174,""width"":735,""height"":794}","{""name"":""Pulao""}"
Plate 1130.jpg,"{""name"":""rect"",""x"":27,""y"":352,""width"":710,""height"":564}","{""name"":""Pulao""}"
Plate 1130.jpg,"{""name"":""rect"",""x"":54,""y"":61,""width"":266,""height"":156}","{""name"":""Raita""}"
Plate 1131.jpg,"{""name"":""rect"",""x"":30,""y"":270,""width"":326,""height"":574}","{""name"":""Pulao""}"
Plate 1131.jpg,"{""name"":""rect"",""x"":366,""y"":468,""width"":389,""height"":402}","{""name"":""Pulao""}"
Plate 1131.jpg,"{""name"":""rect"",""x"":360,""y"":182,""width"":356,""height"":270}","{""name"":""Raita""}"
Plate 1132.jpg,"{""name"":""rect"",""x"":62,""y"":229,""width"":557,""height"":520}","{""name"":""Biryani""}"
Plate 1134.jpg,"{""name"":""rect"",""x"":101,""y"":400,""width"":564,""height"":491}","{""name"":""Paratha""}"
Plate 1134.jpg,"{""name"":""rect"",""x"":8,""y"":205,""width"":531,""height"":213}","{""name"":""Salad""}"
Plate 1136.jpg,"{""name"":""rect"",""x"":90,""y"":430,""width"":650,""height"":427}","{""name"":""Vada""}"
Plate 1137.jpg,"{""name"":""rect"",""x"":61,""y"":402,""width"":657,""height"":598}","{""name"":""Fried Rice""}"
Plate 1137.jpg,"{""name"":""rect"",""x"":383,""y"":15,""width"":370,""height"":313}","{""name"":""Raita""}"
Plate 1138.jpg,"{""name"":""rect"",""x"":53,""y"":408,""width"":646,""height"":458}","{""name"":""Chutney""}"
Plate 1139.jpg,"{""name"":""rect"",""x"":22,""y"":276,""width"":738,""height"":590}","{""name"":""Sandwich""}"
Plate 1142.jpg,"{""name"":""rect"",""x"":113,""y"":391,""width"":576,""height"":496}","{""name"":""Achar""}"
Plate 1143.jpg,"{""name"":""rect"",""x"":72,""y"":391,""width"":657,""height"":541}","{""name"":""Soup""}"
Plate 1144.jpg,"{""name"":""rect"",""x"":71,""y"":334,""width"":636,""height"":582}","{""name"":""Fried Rice""}"
Plate 1144.jpg,"{""name"":""rect"",""x"":360,""y"":4,""width"":397,""height"":310}","{""name"":""Salad""}"
Plate 1144.jpg,"{""name"":""rect"",""x"":0,""y"":7,""width"":329,""height"":292}","{""name"":""Raita""}"
Plate 1145.jpg,"{""name"":""rect"",""x"":83,""y"":377,""width"":582,""height"":466}","{""name"":""Soup""}"
Plate 1146.jpg,"{""name"":""rect"",""x"":116,""y"":428,""width"":582,""height"":424}","{""name"":""Upma""}"
Plate 1147.jpg,"{""name"":""rect"",""x"":98,""y"":378,""width"":549,""height"":409}","{""name"":""Dal""}"
Plate 1148.jpg,"{""name"":""rect"",""x"":120,""y"":348,""width"":192,""height"":154}","{""name"":""Juice""}"
Plate 1148.jpg,"{""name"":""rect"",""x"":321,""y"":273,""width"":175,""height"":143}","{""name"":""Juice""}"
Plate 1148.jpg,"{""name"":""rect"",""x"":503,""y"":442,""width"":186,""height"":150}","{""name"":""Juice""}"
Plate 1148.jpg,"{""name"":""rect"",""x"":288,""y"":545,""width"":197,""height"":145}","{""name"":""Juice""}"
Plate 1149.jpg,"{""name"":""rect"",""x"":33,""y"":12,""width"":722,""height"":792}","{""name"":""Cake""}"
Plate 1151.jpg,"{""name"":""rect"",""x"":65,""y"":343,""width"":636,""height"":605}","{""name"":""Soup""}"
Plate 1152.jpg,"{""name"":""rect"",""x"":68,""y"":510,""width"":657,""height"":401}","{""name"":""Uttapam""}"
Plate 1153.jpg,"{""name"":""rect"",""x"":16,""y"":262,""width"":680,""height"":737}","{""name"":""Fried Rice""}"
Plate 1155.jpg,"{""name"":""rect"",""x"":385,""y"":14,""width"":371,""height"":284}","{""name"":""Soup""}"
Plate 1157.jpg,"{""name"":""rect"",""x"":15,""y"":253,""width"":741,""height"":468}","{""name"":""Sandwich""}"
Plate 1158.jpg,"{""name"":""rect"",""x"":481,""y"":492,""width"":275,""height"":326}","{""name"":""Chutney""}"
Plate 1159.jpg,"{""name"":""rect"",""x"":9,""y"":455,""width"":569,""height"":341}","{""name"":""Pulao""}"
Plate 1160.jpg,"{""name"":""rect"",""x"":68,""y"":366,""width"":659,""height"":370}","{""name"":""Fried Rice""}"
Plate 1161.jpg,"{""name"":""rect"",""x"":87,""y"":381,""width"":624,""height"":438}","{""name"":""Sandwich""}"
Plate 1161.jpg,"{""name"":""rect"",""x"":385,""y"":256,""width"":188,""height"":88}","{""name"":""Sauce""}"
Plate 1161.jpg,"{""name"":""rect"",""x"":457,""y"":97,""width"":198,""height"":97}","{""name"":""Sauce""}"
Plate 1161.jpg,"{""name"":""rect"",""x"":10,""y"":204,""width"":310,""height"":201}","{""name"":""Salad""}"
Plate 1162.jpg,"{""name"":""rect"",""x"":52,""y"":353,""width"":647,""height"":578}","{""name"":""Aloo Matar""}"
Plate 1164.jpg,"{""name"":""rect"",""x"":19,""y"":217,""width"":734,""height"":739}","{""name"":""Noodles""}"
Plate 1167.jpg,"{""name"":""rect"",""x"":12,""y"":443,""width"":565,""height"":610}","{""name"":""Biryani""}"
Plate 1167.jpg,"{""name"":""rect"",""x"":522,""y"":136,""width"":239,""height"":256}","{""name"":""Raita""}"
Plate 1167.jpg,"{""name"":""rect"",""x"":591,""y"":522,""width"":158,""height"":367}","{""name"":""Salad""}"
Plate 1168.jpg,"{""name"":""rect"",""x"":4,""y"":204,""width"":749,""height"":723}","{""name"":""Gobhi Sabji""}"
Plate 1169.jpg,"{""name"":""rect"",""x"":71,""y"":375,""width"":692,""height"":480}","{""name"":""Pakora""}"
Plate 1170.jpg,"{""name"":""rect"",""x"":121,""y"":344,""width"":584,""height"":583}","{""name"":""Salad""}"
Plate 1171.jpg,"{""name"":""rect"",""x"":57,""y"":435,""width"":642,""height"":522}","{""name"":""Soup""}"
Plate 1171.jpg,"{""name"":""rect"",""x"":7,""y"":4,""width"":431,""height"":201}","{""name"":""Soup""}"
Plate 1172.jpg,"{""name"":""rect"",""x"":30,""y"":284,""width"":707,""height"":570}","{""name"":""Sandwich""}"
Plate 1175.jpg,"{""name"":""rect"",""x"":135,""y"":457,""width"":555,""height"":383}","{""name"":""Laddu""}"
Plate 1176.jpg,"{""name"":""rect"",""x"":61,""y"":886,""width"":300,""height"":223}","{""name"":""Laddu""}"
Plate 1176.jpg,"{""name"":""rect"",""x"":406,""y"":884,""width"":340,""height"":250}","{""name"":""Laddu""}"
